Doc,Emotions,Topics
1454,sadness | neutral,sports | technology | crime | politics | environment | entertainment | money
1455,sadness | neutral,technology | environment | crime | politics | entertainment | money
1456,anger | sadness | joy | neutral,technology | environment | politics | crime | entertainment | money
1457,disgust | neutral,environment | entertainment | politics | money
1458,anger | neutral,sports | technology | politics | crime | environment | health | entertainment | money
1459,fear | neutral,technology | politics | environment | entertainment | money
1460,disgust | neutral,technology | environment | health | entertainment | education
1461,fear | neutral,technology | environment | crime | politics | health | entertainment | education | money
1462,anger | neutral,technology | crime | environment | politics | entertainment | money
1463,fear | neutral,technology | politics | crime | environment | health | entertainment | money
1464,neutral,sports | environment | politics | entertainment | money
1465,neutral,technology | politics | crime | environment | entertainment
1466,surprise | joy | neutral,sports | technology | environment | politics | crime | entertainment | money
1467,disgust | anger | neutral,technology | environment | crime | health | entertainment
1468,joy | neutral,technology | politics | environment | crime | health | entertainment | money
1469,anger | surprise | joy | neutral,environment | entertainment | money | crime
1470,fear | sadness | joy | neutral,sports | technology | environment | crime | entertainment | money
1471,disgust | neutral,technology | environment | crime | politics | entertainment | money
1472,disgust | anger | neutral,environment | politics | crime | entertainment | money
1473,neutral,technology | environment | politics | health | entertainment | education | money
1474,sadness | neutral,technology | environment | crime | entertainment | money
1475,fear | sadness | neutral,environment | politics | crime | health | entertainment | money
1476,disgust | sadness | neutral,sports | technology | environment | crime | politics | entertainment | money
1477,anger | neutral,technology | environment | crime | entertainment | money
1478,joy | neutral,environment | entertainment | money
1479,neutral,technology | environment | politics | health | entertainment | education | money
1480,disgust | anger | neutral,sports | technology | environment | crime | entertainment | money
1481,disgust | fear | sadness | joy | neutral | anger,technology | environment | crime | health | entertainment | education | money
1482,disgust | anger | sadness | neutral,technology | environment | politics | crime | health | entertainment | education | money
1483,fear | sadness | neutral,technology | politics | environment | crime | health | entertainment | education | money
1484,sadness | joy | neutral,sports | technology | environment | politics | crime | health | entertainment | money
1485,disgust | anger | fear | neutral,technology | environment | politics | crime | health | entertainment | money
1486,disgust | fear | joy | neutral | anger,technology | crime | environment | entertainment | education | money
1487,anger | sadness | fear | neutral,politics | crime | environment | health | entertainment | education | money
1488,disgust | anger | neutral,technology | politics | environment | crime | health | entertainment | education | money
1489,disgust | fear | sadness | neutral | anger,technology | environment | politics | crime | health | entertainment | education
1490,anger | sadness | joy | neutral,technology | environment | politics | crime | health | entertainment | money
1491,sadness | neutral,technology | environment | politics | crime | entertainment | education
1492,anger | sadness | neutral,technology | environment | crime | health | entertainment | money
1493,disgust | anger | fear | neutral,sports | technology | environment | crime | health | entertainment | education | money
1494,anger | sadness | neutral,technology | environment | crime | health | entertainment | money
1495,fear | sadness | surprise | neutral | anger,technology | environment | crime | health | entertainment | education | money
1496,disgust | fear | sadness | surprise | joy | neutral | anger,technology | crime | environment | politics | health | entertainment | education | money
1497,sadness | joy | neutral,technology | environment | crime | health | entertainment | money
1498,disgust | fear | sadness | neutral | anger,technology | crime | politics | environment | health | entertainment | education | money
1499,disgust | joy | neutral,technology | environment | crime | politics | health | entertainment | education | money
1500,disgust | sadness | surprise | neutral | anger,technology | environment | crime | health | entertainment | education | money
1501,anger | fear | neutral,technology | crime | environment | entertainment | education | money
1502,anger | neutral,technology | politics | environment | crime | health | entertainment | education | money
1503,disgust | fear | joy | neutral | anger,technology | crime | environment | entertainment | education | money
1504,disgust | surprise | joy | neutral | anger,sports | technology | environment | crime | health | entertainment | education | money
1505,anger | fear | neutral,technology | crime | environment | entertainment | education | money
1506,disgust | fear | sadness | joy | neutral | anger,technology | crime | environment | health | entertainment | education | money
1507,disgust | fear | joy | neutral,technology | environment | crime | entertainment | education
1508,disgust | sadness | surprise | neutral,technology | environment | crime | health | entertainment | money
1509,disgust | fear | neutral,technology | crime | environment | health | entertainment
1510,disgust | fear | sadness | joy | neutral | anger,technology | environment | crime | politics | health | entertainment | education | money
1511,disgust | surprise | joy | neutral | anger,technology | crime | environment | health | entertainment | education | money
1512,disgust | fear | joy | neutral | anger,technology | environment | crime | entertainment | education | money
1513,disgust | anger | joy | neutral,technology | environment | politics | crime | health | entertainment | education | money
1514,disgust | fear | sadness | neutral | anger,technology | environment | politics | crime | health | entertainment | education | money
1515,disgust | neutral,technology | crime | politics | environment | entertainment | money
1516,fear | neutral,technology | crime | environment | health | entertainment | money
1517,disgust | fear | sadness | surprise | neutral | anger,technology | environment | politics | crime | health | entertainment | education | money
1518,neutral,technology | environment | crime | health | entertainment | education | money
1519,disgust | fear | joy | neutral | anger,technology | environment | crime | entertainment | education | money
1520,disgust | fear | sadness | surprise | joy | neutral | anger,sports | technology | environment | crime | politics | health | entertainment | education | money
1521,disgust | fear | sadness | joy | neutral,technology | environment | crime | politics | health | entertainment | education | money
1522,disgust | fear | joy | neutral,technology | crime | environment | entertainment | education | money
1523,disgust | fear | joy | neutral,technology | environment | crime | politics | health | entertainment | money
