Doc,Emotions,Topics
N1263,neutral,money
N1264,fear,technology
N1264,fear,environment
N1264,fear,entertainment
N1264,fear,education
N1264,fear,money
N1264,sadness,technology
N1264,sadness,environment
N1264,sadness,entertainment
N1264,sadness,education
N1264,sadness,money
N1264,neutral,technology
N1264,neutral,environment
N1264,neutral,entertainment
N1264,neutral,education
N1264,neutral,money
N1265,joy,sports
N1265,joy,technology
N1265,joy,environment
N1265,joy,entertainment
N1265,joy,education
N1265,joy,money
N1265,neutral,sports
N1265,neutral,technology
N1265,neutral,environment
N1265,neutral,entertainment
N1265,neutral,education
N1265,neutral,money
N1266,sadness,technology
N1266,sadness,environment
N1266,sadness,crime
N1266,sadness,health
N1266,sadness,entertainment
N1266,sadness,money
N1266,neutral,technology
N1266,neutral,environment
N1266,neutral,crime
N1266,neutral,health
N1266,neutral,entertainment
N1266,neutral,money
N1267,sadness,environment
N1267,sadness,entertainment
N1267,sadness,money
N1267,sadness,crime
N1267,fear,environment
N1267,fear,entertainment
N1267,fear,money
N1267,fear,crime
N1267,neutral,environment
N1267,neutral,entertainment
N1267,neutral,money
N1267,neutral,crime
N1268,fear,crime
N1268,fear,environment
N1268,fear,health
N1268,fear,entertainment
N1268,fear,money
N1268,sadness,crime
N1268,sadness,environment
N1268,sadness,health
N1268,sadness,entertainment
N1268,sadness,money
N1268,neutral,crime
N1268,neutral,environment
N1268,neutral,health
N1268,neutral,entertainment
N1268,neutral,money
N1269,sadness,crime
N1269,sadness,environment
N1269,sadness,health
N1269,sadness,entertainment
N1269,sadness,money
N1269,fear,crime
N1269,fear,environment
N1269,fear,health
N1269,fear,entertainment
N1269,fear,money
N1269,neutral,crime
N1269,neutral,environment
N1269,neutral,health
N1269,neutral,entertainment
N1269,neutral,money
N1270,disgust,sports
N1270,disgust,environment
N1270,disgust,politics
N1270,disgust,crime
N1270,disgust,health
N1270,disgust,entertainment
N1270,anger,sports
N1270,anger,environment
N1270,anger,politics
N1270,anger,crime
N1270,anger,health
N1270,anger,entertainment
N1270,surprise,sports
N1270,surprise,environment
N1270,surprise,politics
N1270,surprise,crime
N1270,surprise,health
N1270,surprise,entertainment
N1270,neutral,sports
N1270,neutral,environment
N1270,neutral,politics
N1270,neutral,crime
N1270,neutral,health
N1270,neutral,entertainment
N1271,disgust,environment
N1271,disgust,crime
N1271,disgust,health
N1271,disgust,entertainment
N1271,disgust,education
N1271,sadness,environment
N1271,sadness,crime
N1271,sadness,health
N1271,sadness,entertainment
N1271,sadness,education
N1271,joy,environment
N1271,joy,crime
N1271,joy,health
N1271,joy,entertainment
N1271,joy,education
N1271,neutral,environment
N1271,neutral,crime
N1271,neutral,health
N1271,neutral,entertainment
N1271,neutral,education
N1272,disgust,environment
N1272,disgust,entertainment
N1272,disgust,money
N1272,disgust,health
N1272,surprise,environment
N1272,surprise,entertainment
N1272,surprise,money
N1272,surprise,health
N1272,neutral,environment
N1272,neutral,entertainment
N1272,neutral,money
N1272,neutral,health
N1273,anger,environment
N1273,anger,entertainment
N1273,anger,politics
N1273,anger,technology
N1273,sadness,environment
N1273,sadness,entertainment
N1273,sadness,politics
N1273,sadness,technology
N1273,neutral,environment
N1273,neutral,entertainment
N1273,neutral,politics
N1273,neutral,technology
N1274,joy,technology
N1274,joy,environment
N1274,joy,politics
N1274,joy,health
N1274,joy,entertainment
N1274,joy,education
N1274,neutral,technology
N1274,neutral,environment
N1274,neutral,politics
N1274,neutral,health
N1274,neutral,entertainment
N1274,neutral,education
N1275,disgust,environment
N1275,disgust,entertainment
N1275,disgust,crime
N1275,sadness,environment
N1275,sadness,entertainment
N1275,sadness,crime
N1275,neutral,environment
N1275,neutral,entertainment
N1275,neutral,crime
N1276,disgust,sports
N1276,disgust,environment
N1276,disgust,politics
N1276,disgust,health
N1276,disgust,entertainment
N1276,disgust,education
N1276,disgust,money
N1276,neutral,sports
N1276,neutral,environment
N1276,neutral,politics
N1276,neutral,health
N1276,neutral,entertainment
N1276,neutral,education
N1276,neutral,money
N1277,sadness,sports
N1277,sadness,technology
N1277,sadness,environment
N1277,sadness,crime
N1277,sadness,entertainment
N1277,sadness,education
N1277,sadness,money
N1277,neutral,sports
N1277,neutral,technology
N1277,neutral,environment
N1277,neutral,crime
N1277,neutral,entertainment
N1277,neutral,education
N1277,neutral,money
N1278,disgust,sports
N1278,disgust,politics
N1278,disgust,environment
N1278,disgust,crime
N1278,disgust,entertainment
N1278,disgust,money
N1278,joy,sports
N1278,joy,politics
N1278,joy,environment
N1278,joy,crime
N1278,joy,entertainment
N1278,joy,money
N1278,neutral,sports
N1278,neutral,politics
N1278,neutral,environment
N1278,neutral,crime
N1278,neutral,entertainment
N1278,neutral,money
N1279,disgust,technology
N1279,disgust,environment
N1279,disgust,politics
N1279,disgust,crime
N1279,disgust,health
N1279,disgust,entertainment
N1279,disgust,money
N1279,anger,technology
N1279,anger,environment
N1279,anger,politics
N1279,anger,crime
N1279,anger,health
N1279,anger,entertainment
N1279,anger,money
N1279,neutral,technology
N1279,neutral,environment
N1279,neutral,politics
N1279,neutral,crime
N1279,neutral,health
N1279,neutral,entertainment
N1279,neutral,money
N1280,fear,sports
N1280,fear,technology
N1280,fear,environment
N1280,fear,crime
N1280,fear,health
N1280,fear,entertainment
N1280,fear,money
N1280,neutral,sports
N1280,neutral,technology
N1280,neutral,environment
N1280,neutral,crime
N1280,neutral,health
N1280,neutral,entertainment
N1280,neutral,money
N1281,neutral,sports
N1281,neutral,technology
N1281,neutral,environment
N1281,neutral,health
N1281,neutral,entertainment
N1281,neutral,money
N1282,anger,technology
N1282,anger,environment
N1282,anger,crime
N1282,anger,health
N1282,anger,entertainment
N1282,sadness,technology
N1282,sadness,environment
N1282,sadness,crime
N1282,sadness,health
N1282,sadness,entertainment
N1282,fear,technology
N1282,fear,environment
N1282,fear,crime
N1282,fear,health
N1282,fear,entertainment
N1282,neutral,technology
N1282,neutral,environment
N1282,neutral,crime
N1282,neutral,health
N1282,neutral,entertainment
N1283,sadness,technology
N1283,sadness,environment
N1283,sadness,crime
N1283,sadness,health
N1283,sadness,entertainment
N1283,sadness,money
N1283,neutral,technology
N1283,neutral,environment
N1283,neutral,crime
N1283,neutral,health
N1283,neutral,entertainment
N1283,neutral,money
N1284,disgust,crime
N1284,disgust,entertainment
N1284,disgust,money
N1284,disgust,environment
N1284,anger,crime
N1284,anger,entertainment
N1284,anger,money
N1284,anger,environment
N1284,joy,crime
N1284,joy,entertainment
N1284,joy,money
N1284,joy,environment
N1284,neutral,crime
N1284,neutral,entertainment
N1284,neutral,money
N1284,neutral,environment
N1285,fear,sports
N1285,fear,technology
N1285,fear,environment
N1285,fear,crime
N1285,fear,health
N1285,fear,entertainment
N1285,fear,money
N1285,sadness,sports
N1285,sadness,technology
N1285,sadness,environment
N1285,sadness,crime
N1285,sadness,health
N1285,sadness,entertainment
N1285,sadness,money
N1285,neutral,sports
N1285,neutral,technology
N1285,neutral,environment
N1285,neutral,crime
N1285,neutral,health
N1285,neutral,entertainment
N1285,neutral,money
N1286,sadness,technology
N1286,sadness,crime
N1286,sadness,environment
N1286,sadness,health
N1286,sadness,entertainment
N1286,sadness,money
N1286,surprise,technology
N1286,surprise,crime
N1286,surprise,environment
N1286,surprise,health
N1286,surprise,entertainment
N1286,surprise,money
N1286,neutral,technology
N1286,neutral,crime
N1286,neutral,environment
N1286,neutral,health
N1286,neutral,entertainment
N1286,neutral,money
N1287,disgust,environment
N1287,disgust,entertainment
N1287,disgust,crime
N1287,sadness,environment
N1287,sadness,entertainment
N1287,sadness,crime
N1287,joy,environment
N1287,joy,entertainment
N1287,joy,crime
N1287,neutral,environment
N1287,neutral,entertainment
N1287,neutral,crime
N1287,anger,environment
N1287,anger,entertainment
N1287,anger,crime
N1288,sadness,environment
N1288,sadness,entertainment
N1288,sadness,money
N1288,sadness,technology
N1288,joy,environment
N1288,joy,entertainment
N1288,joy,money
N1288,joy,technology
N1288,neutral,environment
N1288,neutral,entertainment
N1288,neutral,money
N1288,neutral,technology
N1289,sadness,sports
N1289,sadness,technology
N1289,sadness,environment
N1289,sadness,health
N1289,sadness,entertainment
N1289,neutral,sports
N1289,neutral,technology
N1289,neutral,environment
N1289,neutral,health
N1289,neutral,entertainment
N1290,anger,sports
N1290,anger,technology
N1290,anger,crime
N1290,anger,environment
N1290,anger,entertainment
N1290,anger,money
N1290,fear,sports
N1290,fear,technology
N1290,fear,crime
N1290,fear,environment
N1290,fear,entertainment
N1290,fear,money
N1290,neutral,sports
N1290,neutral,technology
N1290,neutral,crime
N1290,neutral,environment
N1290,neutral,entertainment
N1290,neutral,money
N1291,disgust,sports
N1291,disgust,technology
N1291,disgust,environment
N1291,disgust,crime
N1291,disgust,entertainment
N1291,disgust,money
N1291,neutral,sports
N1291,neutral,technology
N1291,neutral,environment
N1291,neutral,crime
N1291,neutral,entertainment
N1291,neutral,money
N1292,fear,technology
N1292,fear,environment
N1292,fear,crime
N1292,fear,entertainment
N1292,fear,money
N1292,surprise,technology
N1292,surprise,environment
N1292,surprise,crime
N1292,surprise,entertainment
N1292,surprise,money
N1292,neutral,technology
N1292,neutral,environment
N1292,neutral,crime
N1292,neutral,entertainment
N1292,neutral,money
N1293,anger,environment
N1293,anger,entertainment
N1293,anger,money
N1293,anger,technology
N1293,sadness,environment
N1293,sadness,entertainment
N1293,sadness,money
N1293,sadness,technology
N1293,surprise,environment
N1293,surprise,entertainment
N1293,surprise,money
N1293,surprise,technology
N1293,neutral,environment
N1293,neutral,entertainment
N1293,neutral,money
N1293,neutral,technology
N1294,anger,environment
N1294,anger,crime
N1294,anger,health
N1294,anger,entertainment
N1294,anger,money
N1294,sadness,environment
N1294,sadness,crime
N1294,sadness,health
N1294,sadness,entertainment
N1294,sadness,money
N1294,neutral,environment
N1294,neutral,crime
N1294,neutral,health
N1294,neutral,entertainment
N1294,neutral,money
N1295,neutral,sports
N1295,neutral,technology
N1295,neutral,crime
N1295,neutral,environment
N1295,neutral,entertainment
N1295,neutral,education
N1295,neutral,money
N1296,anger,technology
N1296,anger,crime
N1296,anger,environment
N1296,anger,health
N1296,anger,entertainment
N1296,anger,money
N1296,sadness,technology
N1296,sadness,crime
N1296,sadness,environment
N1296,sadness,health
N1296,sadness,entertainment
N1296,sadness,money
N1296,neutral,technology
N1296,neutral,crime
N1296,neutral,environment
N1296,neutral,health
N1296,neutral,entertainment
N1296,neutral,money
N1297,anger,technology
N1297,anger,crime
N1297,anger,politics
N1297,anger,environment
N1297,anger,health
N1297,anger,entertainment
N1297,anger,education
N1297,sadness,technology
N1297,sadness,crime
N1297,sadness,politics
N1297,sadness,environment
N1297,sadness,health
N1297,sadness,entertainment
N1297,sadness,education
N1297,joy,technology
N1297,joy,crime
N1297,joy,politics
N1297,joy,environment
N1297,joy,health
N1297,joy,entertainment
N1297,joy,education
N1297,neutral,technology
N1297,neutral,crime
N1297,neutral,politics
N1297,neutral,environment
N1297,neutral,health
N1297,neutral,entertainment
N1297,neutral,education
N1298,neutral,sports
N1298,neutral,technology
N1298,neutral,environment
N1298,neutral,health
N1298,neutral,entertainment
N1298,neutral,money
N1299,anger,technology
N1299,anger,environment
N1299,anger,crime
N1299,anger,health
N1299,anger,entertainment
N1299,anger,money
N1299,neutral,technology
N1299,neutral,environment
N1299,neutral,crime
N1299,neutral,health
N1299,neutral,entertainment
N1299,neutral,money
N1300,sadness,environment
N1300,sadness,entertainment
N1300,sadness,crime
N1300,sadness,technology
N1300,joy,environment
N1300,joy,entertainment
N1300,joy,crime
N1300,joy,technology
N1300,neutral,environment
N1300,neutral,entertainment
N1300,neutral,crime
N1300,neutral,technology
N1301,neutral,sports
N1301,neutral,environment
N1301,neutral,politics
N1301,neutral,crime
N1301,neutral,health
N1301,neutral,entertainment
N1301,neutral,money
N1302,anger,technology
N1302,anger,environment
N1302,anger,health
N1302,anger,entertainment
N1302,anger,education
N1302,anger,money
N1302,fear,technology
N1302,fear,environment
N1302,fear,health
N1302,fear,entertainment
N1302,fear,education
N1302,fear,money
N1302,joy,technology
N1302,joy,environment
N1302,joy,health
N1302,joy,entertainment
N1302,joy,education
N1302,joy,money
N1302,neutral,technology
N1302,neutral,environment
N1302,neutral,health
N1302,neutral,entertainment
N1302,neutral,education
N1302,neutral,money
N1303,anger,technology
N1303,anger,environment
N1303,anger,crime
N1303,anger,health
N1303,anger,entertainment
N1303,sadness,technology
N1303,sadness,environment
N1303,sadness,crime
N1303,sadness,health
N1303,sadness,entertainment
N1303,joy,technology
N1303,joy,environment
N1303,joy,crime
N1303,joy,health
N1303,joy,entertainment
N1303,neutral,technology
N1303,neutral,environment
N1303,neutral,crime
N1303,neutral,health
N1303,neutral,entertainment
N1304,sadness,technology
N1304,sadness,environment
N1304,sadness,health
N1304,sadness,entertainment
N1304,sadness,education
N1304,sadness,money
N1304,fear,technology
N1304,fear,environment
N1304,fear,health
N1304,fear,entertainment
N1304,fear,education
N1304,fear,money
N1304,neutral,technology
N1304,neutral,environment
N1304,neutral,health
N1304,neutral,entertainment
N1304,neutral,education
N1304,neutral,money
N1304,joy,technology
N1304,joy,environment
N1304,joy,health
N1304,joy,entertainment
N1304,joy,education
N1304,joy,money
N1305,neutral,environment
N1305,neutral,entertainment
N1305,neutral,sports
N1305,neutral,technology
N1306,anger,crime
N1306,anger,environment
N1306,anger,entertainment
N1306,anger,education
N1306,anger,money
N1306,fear,crime
N1306,fear,environment
N1306,fear,entertainment
N1306,fear,education
N1306,fear,money
N1306,sadness,crime
N1306,sadness,environment
N1306,sadness,entertainment
N1306,sadness,education
N1306,sadness,money
N1306,neutral,crime
N1306,neutral,environment
N1306,neutral,entertainment
N1306,neutral,education
N1306,neutral,money
N1307,sadness,sports
N1307,sadness,environment
N1307,sadness,crime
N1307,sadness,entertainment
N1307,sadness,money
N1307,neutral,sports
N1307,neutral,environment
N1307,neutral,crime
N1307,neutral,entertainment
N1307,neutral,money
N1308,anger,environment
N1308,anger,entertainment
N1308,anger,politics
N1308,anger,crime
N1308,fear,environment
N1308,fear,entertainment
N1308,fear,politics
N1308,fear,crime
N1308,sadness,environment
N1308,sadness,entertainment
N1308,sadness,politics
N1308,sadness,crime
N1308,neutral,environment
N1308,neutral,entertainment
N1308,neutral,politics
N1308,neutral,crime
N1309,joy,environment
N1309,joy,entertainment
N1309,joy,sports
N1309,joy,technology
N1309,neutral,environment
N1309,neutral,entertainment
N1309,neutral,sports
N1309,neutral,technology
N1310,anger,politics
N1310,anger,crime
N1310,anger,environment
N1310,anger,entertainment
N1310,anger,money
N1310,sadness,politics
N1310,sadness,crime
N1310,sadness,environment
N1310,sadness,entertainment
N1310,sadness,money
N1310,neutral,politics
N1310,neutral,crime
N1310,neutral,environment
N1310,neutral,entertainment
N1310,neutral,money
N1311,anger,environment
N1311,anger,entertainment
N1311,anger,crime
N1311,sadness,environment
N1311,sadness,entertainment
N1311,sadness,crime
N1311,fear,environment
N1311,fear,entertainment
N1311,fear,crime
N1311,neutral,environment
N1311,neutral,entertainment
N1311,neutral,crime
N1312,joy,technology
N1312,joy,politics
N1312,joy,crime
N1312,joy,environment
N1312,joy,entertainment
N1312,neutral,technology
N1312,neutral,politics
N1312,neutral,crime
N1312,neutral,environment
N1312,neutral,entertainment
N1313,fear,sports
N1313,fear,technology
N1313,fear,environment
N1313,fear,crime
N1313,fear,entertainment
N1313,fear,education
N1313,sadness,sports
N1313,sadness,technology
N1313,sadness,environment
N1313,sadness,crime
N1313,sadness,entertainment
N1313,sadness,education
N1313,surprise,sports
N1313,surprise,technology
N1313,surprise,environment
N1313,surprise,crime
N1313,surprise,entertainment
N1313,surprise,education
N1313,neutral,sports
N1313,neutral,technology
N1313,neutral,environment
N1313,neutral,crime
N1313,neutral,entertainment
N1313,neutral,education
N1314,disgust,sports
N1314,disgust,technology
N1314,disgust,crime
N1314,disgust,environment
N1314,disgust,health
N1314,disgust,entertainment
N1314,disgust,education
N1314,fear,sports
N1314,fear,technology
N1314,fear,crime
N1314,fear,environment
N1314,fear,health
N1314,fear,entertainment
N1314,fear,education
N1314,joy,sports
N1314,joy,technology
N1314,joy,crime
N1314,joy,environment
N1314,joy,health
N1314,joy,entertainment
N1314,joy,education
N1314,neutral,sports
N1314,neutral,technology
N1314,neutral,crime
N1314,neutral,environment
N1314,neutral,health
N1314,neutral,entertainment
N1314,neutral,education
N1315,fear,technology
N1315,fear,crime
N1315,fear,politics
N1315,fear,environment
N1315,fear,health
N1315,fear,entertainment
N1315,fear,education
N1315,sadness,technology
N1315,sadness,crime
N1315,sadness,politics
N1315,sadness,environment
N1315,sadness,health
N1315,sadness,entertainment
N1315,sadness,education
N1315,surprise,technology
N1315,surprise,crime
N1315,surprise,politics
N1315,surprise,environment
N1315,surprise,health
N1315,surprise,entertainment
N1315,surprise,education
N1315,neutral,technology
N1315,neutral,crime
N1315,neutral,politics
N1315,neutral,environment
N1315,neutral,health
N1315,neutral,entertainment
N1315,neutral,education
N1315,anger,technology
N1315,anger,crime
N1315,anger,politics
N1315,anger,environment
N1315,anger,health
N1315,anger,entertainment
N1315,anger,education
N1316,sadness,environment
N1316,sadness,entertainment
N1316,sadness,politics
N1316,neutral,environment
N1316,neutral,entertainment
N1316,neutral,politics
N1317,anger,environment
N1317,anger,entertainment
N1317,anger,education
N1317,anger,crime
N1317,neutral,environment
N1317,neutral,entertainment
N1317,neutral,education
N1317,neutral,crime
N1318,sadness,sports
N1318,sadness,technology
N1318,sadness,environment
N1318,sadness,health
N1318,sadness,entertainment
N1318,neutral,sports
N1318,neutral,technology
N1318,neutral,environment
N1318,neutral,health
N1318,neutral,entertainment
N1319,anger,technology
N1319,anger,environment
N1319,anger,crime
N1319,anger,health
N1319,anger,entertainment
N1319,anger,education
N1319,surprise,technology
N1319,surprise,environment
N1319,surprise,crime
N1319,surprise,health
N1319,surprise,entertainment
N1319,surprise,education
N1319,joy,technology
N1319,joy,environment
N1319,joy,crime
N1319,joy,health
N1319,joy,entertainment
N1319,joy,education
N1319,neutral,technology
N1319,neutral,environment
N1319,neutral,crime
N1319,neutral,health
N1319,neutral,entertainment
N1319,neutral,education
N1320,fear,environment
N1320,fear,entertainment
N1320,fear,education
N1320,sadness,environment
N1320,sadness,entertainment
N1320,sadness,education
N1320,neutral,environment
N1320,neutral,entertainment
N1320,neutral,education
N1321,sadness,environment
N1321,sadness,entertainment
N1321,sadness,sports
N1321,sadness,money
N1321,neutral,environment
N1321,neutral,entertainment
N1321,neutral,sports
N1321,neutral,money
N1322,disgust,environment
N1322,disgust,entertainment
N1322,disgust,health
N1322,sadness,environment
N1322,sadness,entertainment
N1322,sadness,health
N1322,neutral,environment
N1322,neutral,entertainment
N1322,neutral,health
N1323,fear,technology
N1323,fear,environment
N1323,fear,crime
N1323,fear,health
N1323,fear,entertainment
N1323,fear,education
N1323,sadness,technology
N1323,sadness,environment
N1323,sadness,crime
N1323,sadness,health
N1323,sadness,entertainment
N1323,sadness,education
N1323,joy,technology
N1323,joy,environment
N1323,joy,crime
N1323,joy,health
N1323,joy,entertainment
N1323,joy,education
N1323,neutral,technology
N1323,neutral,environment
N1323,neutral,crime
N1323,neutral,health
N1323,neutral,entertainment
N1323,neutral,education
N1324,sadness,environment
N1324,sadness,entertainment
N1324,sadness,sports
N1324,sadness,health
N1324,joy,environment
N1324,joy,entertainment
N1324,joy,sports
N1324,joy,health
N1324,neutral,environment
N1324,neutral,entertainment
N1324,neutral,sports
N1324,neutral,health
N1325,sadness,environment
N1325,sadness,politics
N1325,sadness,crime
N1325,sadness,health
N1325,sadness,entertainment
N1325,sadness,education
N1325,sadness,money
N1325,neutral,environment
N1325,neutral,politics
N1325,neutral,crime
N1325,neutral,health
N1325,neutral,entertainment
N1325,neutral,education
N1325,neutral,money
N1326,disgust,sports
N1326,disgust,technology
N1326,disgust,environment
N1326,disgust,crime
N1326,disgust,entertainment
N1326,disgust,education
N1326,surprise,sports
N1326,surprise,technology
N1326,surprise,environment
N1326,surprise,crime
N1326,surprise,entertainment
N1326,surprise,education
N1326,neutral,sports
N1326,neutral,technology
N1326,neutral,environment
N1326,neutral,crime
N1326,neutral,entertainment
N1326,neutral,education
N1327,sadness,sports
N1327,sadness,technology
N1327,sadness,environment
N1327,sadness,entertainment
N1327,sadness,education
N1327,neutral,sports
N1327,neutral,technology
N1327,neutral,environment
N1327,neutral,entertainment
N1327,neutral,education
N1328,anger,sports
N1328,anger,crime
N1328,anger,politics
N1328,anger,environment
N1328,anger,entertainment
N1328,anger,money
N1328,neutral,sports
N1328,neutral,crime
N1328,neutral,politics
N1328,neutral,environment
N1328,neutral,entertainment
N1328,neutral,money
N1329,sadness,sports
N1329,sadness,environment
N1329,sadness,crime
N1329,sadness,entertainment
N1329,sadness,education
N1329,neutral,sports
N1329,neutral,environment
N1329,neutral,crime
N1329,neutral,entertainment
N1329,neutral,education
N1330,sadness,environment
N1330,sadness,entertainment
N1330,joy,environment
N1330,joy,entertainment
N1330,neutral,environment
N1330,neutral,entertainment
N1331,fear,environment
N1331,fear,entertainment
N1331,fear,money
N1331,fear,technology
N1331,surprise,environment
N1331,surprise,entertainment
N1331,surprise,money
N1331,surprise,technology
N1331,neutral,environment
N1331,neutral,entertainment
N1331,neutral,money
N1331,neutral,technology
N1332,joy,sports
N1332,joy,technology
N1332,joy,environment
N1332,joy,crime
N1332,joy,entertainment
N1332,neutral,sports
N1332,neutral,technology
N1332,neutral,environment
N1332,neutral,crime
N1332,neutral,entertainment
N1333,disgust,technology
N1333,disgust,environment
N1333,disgust,crime
N1333,disgust,health
N1333,disgust,entertainment
N1333,disgust,education
N1333,fear,technology
N1333,fear,environment
N1333,fear,crime
N1333,fear,health
N1333,fear,entertainment
N1333,fear,education
N1333,sadness,technology
N1333,sadness,environment
N1333,sadness,crime
N1333,sadness,health
N1333,sadness,entertainment
N1333,sadness,education
N1333,joy,technology
N1333,joy,environment
N1333,joy,crime
N1333,joy,health
N1333,joy,entertainment
N1333,joy,education
N1333,neutral,technology
N1333,neutral,environment
N1333,neutral,crime
N1333,neutral,health
N1333,neutral,entertainment
N1333,neutral,education
N1334,neutral,technology
N1334,neutral,environment
N1334,neutral,politics
N1334,neutral,crime
N1334,neutral,entertainment
N1335,disgust,environment
N1335,disgust,entertainment
N1335,disgust,money
N1335,disgust,crime
N1335,sadness,environment
N1335,sadness,entertainment
N1335,sadness,money
N1335,sadness,crime
N1335,joy,environment
N1335,joy,entertainment
N1335,joy,money
N1335,joy,crime
N1335,neutral,environment
N1335,neutral,entertainment
N1335,neutral,money
N1335,neutral,crime
N1336,sadness,environment
N1336,sadness,entertainment
N1336,sadness,money
N1336,sadness,crime
N1336,joy,environment
N1336,joy,entertainment
N1336,joy,money
N1336,joy,crime
N1336,neutral,environment
N1336,neutral,entertainment
N1336,neutral,money
N1336,neutral,crime
N1337,sadness,environment
N1337,sadness,entertainment
N1337,sadness,crime
N1337,joy,environment
N1337,joy,entertainment
N1337,joy,crime
N1337,neutral,environment
N1337,neutral,entertainment
N1337,neutral,crime
N1338,anger,sports
N1338,anger,crime
N1338,anger,politics
N1338,anger,environment
N1338,anger,entertainment
N1338,fear,sports
N1338,fear,crime
N1338,fear,politics
N1338,fear,environment
N1338,fear,entertainment
N1338,sadness,sports
N1338,sadness,crime
N1338,sadness,politics
N1338,sadness,environment
N1338,sadness,entertainment
N1338,neutral,sports
N1338,neutral,crime
N1338,neutral,politics
N1338,neutral,environment
N1338,neutral,entertainment
N1339,sadness,environment
N1339,sadness,entertainment
N1339,sadness,sports
N1339,sadness,money
N1339,neutral,environment
N1339,neutral,entertainment
N1339,neutral,sports
N1339,neutral,money
N1340,disgust,environment
N1340,disgust,entertainment
N1340,disgust,crime
N1340,disgust,health
N1340,neutral,environment
N1340,neutral,entertainment
N1340,neutral,crime
N1340,neutral,health
N1341,sadness,environment
N1341,sadness,entertainment
N1341,sadness,politics
N1341,sadness,money
N1341,neutral,environment
N1341,neutral,entertainment
N1341,neutral,politics
N1341,neutral,money
N1342,sadness,environment
N1342,sadness,entertainment
N1342,sadness,politics
N1342,sadness,money
N1342,neutral,environment
N1342,neutral,entertainment
N1342,neutral,politics
N1342,neutral,money
N1343,surprise,environment
N1343,surprise,entertainment
N1343,surprise,money
N1343,surprise,technology
N1343,joy,environment
N1343,joy,entertainment
N1343,joy,money
N1343,joy,technology
N1343,neutral,environment
N1343,neutral,entertainment
N1343,neutral,money
N1343,neutral,technology
N1344,fear,sports
N1344,fear,technology
N1344,fear,environment
N1344,fear,politics
N1344,fear,crime
N1344,fear,health
N1344,fear,entertainment
N1344,fear,money
N1344,surprise,sports
N1344,surprise,technology
N1344,surprise,environment
N1344,surprise,politics
N1344,surprise,crime
N1344,surprise,health
N1344,surprise,entertainment
N1344,surprise,money
N1344,neutral,sports
N1344,neutral,technology
N1344,neutral,environment
N1344,neutral,politics
N1344,neutral,crime
N1344,neutral,health
N1344,neutral,entertainment
N1344,neutral,money
N1345,sadness,technology
N1345,sadness,environment
N1345,sadness,health
N1345,sadness,entertainment
N1345,sadness,education
N1345,neutral,technology
N1345,neutral,environment
N1345,neutral,health
N1345,neutral,entertainment
N1345,neutral,education
N1346,sadness,technology
N1346,sadness,environment
N1346,sadness,crime
N1346,sadness,entertainment
N1346,sadness,money
N1346,surprise,technology
N1346,surprise,environment
N1346,surprise,crime
N1346,surprise,entertainment
N1346,surprise,money
N1346,neutral,technology
N1346,neutral,environment
N1346,neutral,crime
N1346,neutral,entertainment
N1346,neutral,money
N1346,joy,technology
N1346,joy,environment
N1346,joy,crime
N1346,joy,entertainment
N1346,joy,money
N1347,anger,politics
N1347,anger,entertainment
N1347,anger,crime
N1347,anger,environment
N1347,neutral,politics
N1347,neutral,entertainment
N1347,neutral,crime
N1347,neutral,environment
N1348,neutral,environment
N1348,neutral,entertainment
N1348,neutral,education
N1349,neutral,environment
N1349,neutral,entertainment
N1349,neutral,politics
N1350,fear,technology
N1350,fear,environment
N1350,fear,politics
N1350,fear,crime
N1350,fear,entertainment
N1350,fear,education
N1350,fear,money
N1350,sadness,technology
N1350,sadness,environment
N1350,sadness,politics
N1350,sadness,crime
N1350,sadness,entertainment
N1350,sadness,education
N1350,sadness,money
N1350,neutral,technology
N1350,neutral,environment
N1350,neutral,politics
N1350,neutral,crime
N1350,neutral,entertainment
N1350,neutral,education
N1350,neutral,money
N1351,fear,technology
N1351,fear,environment
N1351,fear,entertainment
N1351,fear,education
N1351,fear,money
N1351,sadness,technology
N1351,sadness,environment
N1351,sadness,entertainment
N1351,sadness,education
N1351,sadness,money
N1351,joy,technology
N1351,joy,environment
N1351,joy,entertainment
N1351,joy,education
N1351,joy,money
N1351,surprise,technology
N1351,surprise,environment
N1351,surprise,entertainment
N1351,surprise,education
N1351,surprise,money
N1351,neutral,technology
N1351,neutral,environment
N1351,neutral,entertainment
N1351,neutral,education
N1351,neutral,money
N1352,fear,technology
N1352,fear,environment
N1352,fear,politics
N1352,fear,entertainment
N1352,fear,education
N1352,sadness,technology
N1352,sadness,environment
N1352,sadness,politics
N1352,sadness,entertainment
N1352,sadness,education
N1352,joy,technology
N1352,joy,environment
N1352,joy,politics
N1352,joy,entertainment
N1352,joy,education
N1352,neutral,technology
N1352,neutral,environment
N1352,neutral,politics
N1352,neutral,entertainment
N1352,neutral,education
N1353,sadness,environment
N1353,sadness,entertainment
N1353,sadness,sports
N1353,sadness,technology
N1353,neutral,environment
N1353,neutral,entertainment
N1353,neutral,sports
N1353,neutral,technology
N1354,sadness,environment
N1354,sadness,entertainment
N1354,sadness,money
N1354,sadness,crime
N1354,fear,environment
N1354,fear,entertainment
N1354,fear,money
N1354,fear,crime
N1354,neutral,environment
N1354,neutral,entertainment
N1354,neutral,money
N1354,neutral,crime
N1355,sadness,technology
